"customerkey","givenname","cohort_year","last_purchase_date","customer_status"
1831154,"Debra","2021","2022-11-16","churned"
1831170,"Rose","2022","2022-07-20","churned"
1831227,"Veronica","2020","2020-12-08","churned"
1831327,"Cathy","2017","2017-10-16","churned"
1831362,"Neal","2018","2023-05-30","churned"
1831519,"Jennifer","2021","2024-01-01","active"
1831534,"Kylie","2018","2022-12-03","churned"
1831634,"Rickey","2018","2024-01-12","active"
1831677,"Marty","2022","2023-09-16","churned"
1831678,"Nora","2019","2023-12-07","active"
1831820,"Paulene","2023","2023-12-02","active"
1831839,"Gwendolyn","2016","2022-10-20","churned"
1831898,"Mary","2022","2022-08-24","churned"
1831907,"Elaine","2022","2022-07-19","churned"
1831950,"Howard","2023","2023-08-14","churned"
1831968,"Tyler","2017","2018-10-08","churned"
1831978,"Ricardo","2017","2017-06-26","churned"
1832003,"Matt","2017","2022-11-12","churned"
1832016,"Ryan","2022","2023-03-09","churned"
1832021,"Donald","2017","2021-08-12","churned"
1832044,"Paul","2020","2020-04-23","churned"
1832046,"Judy","2019","2021-05-31","churned"
1832064,"Matthew","2019","2024-02-10","active"
1832078,"Andy","2016","2016-09-23","churned"
1832226,"Micheal","2023","2023-01-10","churned"
1832286,"Carroll","2021","2021-10-09","churned"
1832311,"Alice","2019","2021-10-29","churned"
1832349,"Manuel","2022","2022-07-31","churned"
1832411,"David","2017","2022-01-29","churned"
1832415,"Levi","2019","2024-04-12","active"
1832418,"Errol","2015","2020-03-11","churned"
1832467,"Willie","2019","2023-01-10","churned"
1832535,"Ruby","2017","2020-02-29","churned"
1832605,"Benjamin","2018","2022-06-22","churned"
1832618,"Kelly","2019","2023-06-23","churned"
1832634,"Gloria","2023","2023-11-03","active"
1832653,"David","2016","2016-11-05","churned"
1832710,"Amy","2018","2024-02-02","active"
1832759,"Andrea","2019","2019-12-01","churned"
1832815,"Roger","2019","2019-01-11","churned"
1832816,"Frank","2020","2022-03-01","churned"
1832830,"Michael","2018","2023-01-20","churned"
1832916,"Cynthia","2019","2023-09-09","churned"
1832989,"Lou","2022","2024-02-19","active"
1833017,"Shannon","2019","2019-01-08","churned"
1833027,"Jeffrey","2022","2022-11-05","churned"
1833118,"Shannon","2020","2023-07-22","churned"
1833142,"Joan","2018","2022-06-13","churned"
1833197,"Mary","2022","2024-02-10","active"
1833205,"Joyce","2018","2020-02-19","churned"
1833207,"Jeremy","2023","2023-03-11","churned"
1833216,"Daniel","2018","2022-12-23","churned"
1833228,"Anthony","2021","2021-12-03","churned"
1833247,"Jonathan","2021","2021-07-01","churned"
1833255,"Dennis","2022","2022-12-23","churned"
1833267,"Thomas","2017","2021-09-02","churned"
1833384,"Joanne","2018","2019-01-17","churned"
1833388,"James","2022","2022-08-27","churned"
1833413,"Susan","2020","2020-01-24","churned"
1833426,"Martha","2021","2021-06-12","churned"
1833599,"Paula","2018","2022-07-16","churned"
1833604,"William","2023","2023-07-29","churned"
1833624,"Diana","2021","2023-08-21","churned"
1833685,"David","2018","2020-06-05","churned"
1833719,"Christopher","2019","2022-02-09","churned"
1833913,"Carol","2017","2017-02-24","churned"
1834017,"Rachel","2017","2017-11-29","churned"
1834026,"Donald","2018","2018-11-03","churned"
1834081,"Leo","2018","2018-07-25","churned"
1834087,"Arnold","2017","2017-08-15","churned"
1834113,"Albert","2022","2022-05-25","churned"
1834136,"Michael","2018","2018-06-22","churned"
1834289,"Mollie","2022","2024-02-07","active"
1834384,"Bryant","2017","2017-10-12","churned"
1834487,"Martha","2019","2019-09-19","churned"
1834524,"Tommy","2018","2023-12-30","active"
1834561,"Florence","2020","2020-02-19","churned"
1834608,"Roberto","2018","2022-02-27","churned"
1834632,"Frank","2022","2024-03-04","active"
1834728,"Kathy","2019","2019-09-25","churned"
1834756,"Jennifer","2022","2022-10-29","churned"
1834781,"Nathaniel","2017","2024-02-16","active"
1834785,"Stephen","2019","2019-02-02","churned"
1834817,"Joshua","2022","2022-04-11","churned"
1834829,"Scott","2015","2022-09-24","churned"
1834885,"Laurie","2023","2023-01-13","churned"
1834989,"Sean","2015","2018-11-01","churned"
1835037,"Jordan","2023","2024-02-22","active"
1835051,"Bill","2017","2017-09-22","churned"
1835060,"Mary","2018","2022-08-27","churned"
1835079,"Charles","2019","2023-01-07","churned"
1835082,"Mark","2018","2018-06-16","churned"
1835086,"James","2018","2018-02-17","churned"
1835191,"Wendi","2019","2019-10-26","churned"
1835207,"Jerome","2021","2023-02-20","churned"
1835243,"Diane","2017","2023-01-05","churned"
1835253,"Inez","2017","2017-02-25","churned"
1835254,"Barbara","2016","2024-03-06","active"
1835275,"Antoinette","2023","2023-04-17","churned"
1835339,"Petra","2015","2019-12-15","churned"
1835349,"Craig","2018","2023-04-15","churned"
1835374,"Mario","2015","2022-03-10","churned"
1835397,"David","2022","2023-04-20","churned"
1835415,"John","2023","2023-09-06","churned"
1835443,"Mario","2022","2022-08-13","churned"
1835445,"Antonio","2022","2022-02-26","churned"
1835482,"Kimberly","2019","2022-12-17","churned"
1835488,"Mildred","2021","2022-08-27","churned"
1835522,"Heather","2022","2023-02-18","churned"
1835611,"Gerald","2019","2023-08-05","churned"
1835651,"Vivian","2017","2017-02-04","churned"
1835658,"Darren","2017","2017-12-27","churned"
1835689,"Virginia","2015","2021-09-09","churned"
1835693,"Thomas","2018","2018-04-13","churned"
1835721,"Charles","2021","2022-09-15","churned"
1835728,"Teresita","2021","2021-12-27","churned"
1835732,"William","2022","2023-11-04","active"
1835735,"Willie","2016","2023-10-23","active"
1835822,"Mary","2021","2022-01-01","churned"
1835986,"Jaime","2021","2021-09-08","churned"
1836040,"Anna","2023","2024-01-20","active"
1836065,"Beatrice","2023","2023-07-17","churned"
1836109,"Marcella","2019","2022-12-20","churned"
1836125,"Derrick","2023","2024-03-20","active"
1836142,"Ronald","2023","2023-06-14","churned"
1836212,"Daniel","2022","2022-12-31","churned"
1836226,"Pamela","2022","2024-03-02","active"
1836266,"Peter","2015","2023-12-06","active"
1836338,"Paul","2021","2023-01-14","churned"
1836352,"Laverne","2018","2024-02-13","active"
1836418,"Chad","2022","2024-01-17","active"
1836560,"James","2023","2023-10-11","churned"
1836615,"Paul","2018","2019-09-05","churned"
1836658,"William","2019","2023-12-27","active"
1836669,"Joe","2019","2019-11-07","churned"
1836702,"Caroline","2018","2020-12-29","churned"
1836719,"Elva","2019","2019-10-25","churned"
1836722,"Virginia","2020","2023-08-14","churned"
1836762,"Greg","2016","2016-06-16","churned"
1836771,"Edward","2017","2019-01-24","churned"
1836785,"Forrest","2022","2022-10-22","churned"
1836795,"Carolyne","2017","2017-09-02","churned"
1836856,"Clifford","2015","2015-06-18","churned"
1836872,"Betty","2022","2024-03-06","active"
1836882,"Roger","2019","2020-05-25","churned"
1836906,"Janet","2016","2016-08-19","churned"
1836954,"Hilda","2018","2018-12-29","churned"
1836958,"Rebecca","2020","2020-08-03","churned"
1836971,"Wayne","2019","2019-07-27","churned"
1837052,"Nellie","2020","2023-09-25","churned"
1837055,"Yvonne","2022","2022-10-12","churned"
1837099,"Leo","2018","2020-04-20","churned"
1837176,"Chad","2023","2023-03-22","churned"
1837183,"Angela","2022","2022-07-08","churned"
1837209,"Hazel","2023","2023-04-20","churned"
1837248,"Lynda","2019","2021-03-03","churned"
1837268,"Peter","2015","2021-09-25","churned"
1837295,"Bertha","2019","2019-04-25","churned"
1837328,"Lowell","2021","2021-11-13","churned"
1837329,"Ronald","2019","2020-02-18","churned"
1837379,"Kevin","2022","2022-05-02","churned"
1837419,"Rebecca","2021","2022-03-01","churned"
1837505,"Wilbert","2018","2023-02-16","churned"
1837543,"James","2017","2022-06-01","churned"
1837569,"Yvette","2018","2021-06-15","churned"
1837578,"Vivian","2018","2018-08-22","churned"
1837619,"Frederick","2019","2019-11-11","churned"
1837629,"Patricia","2023","2023-06-27","churned"
1837660,"Lane","2023","2023-05-10","churned"
1837683,"Alicia","2018","2018-09-12","churned"
1837730,"Becky","2019","2023-08-10","churned"
1837748,"Janice","2018","2018-03-15","churned"
1837782,"Alma","2018","2022-07-06","churned"
1837785,"Dane","2019","2021-08-28","churned"
1837831,"Carole","2022","2022-09-14","churned"
1837833,"Stacy","2015","2015-11-12","churned"
1837934,"Doreen","2020","2020-02-01","churned"
1837941,"Orlando","2019","2019-03-07","churned"
1837945,"Catherine","2020","2020-02-26","churned"
1838060,"Terry","2020","2022-07-13","churned"
1838070,"Corina","2016","2023-05-27","churned"
1838082,"Ida","2023","2023-06-16","churned"
1838147,"Margret","2019","2019-05-17","churned"
1838243,"Robin","2017","2017-03-27","churned"
1838346,"Mario","2022","2022-12-24","churned"
1838352,"Margaret","2020","2020-01-03","churned"
1838415,"Esther","2017","2021-08-26","churned"
1838420,"Rita","2021","2021-06-02","churned"
1838471,"Willie","2020","2022-10-08","churned"
1838473,"Betty","2019","2019-05-03","churned"
1838502,"Dennis","2022","2022-07-14","churned"
1838533,"James","2016","2021-01-26","churned"
1838555,"Michael","2019","2019-08-12","churned"
1838562,"Sidney","2018","2018-11-13","churned"
1838574,"Tracy","2022","2022-04-16","churned"
1838646,"Gary","2019","2019-10-22","churned"
1838654,"Martha","2021","2023-09-28","churned"
1838663,"Richard","2021","2022-12-24","churned"
1838679,"Belen","2022","2022-07-15","churned"
1838705,"Esther","2017","2017-10-27","churned"
1838729,"Kristina","2018","2018-11-23","churned"
1838773,"Emma","2020","2023-05-25","churned"
1838790,"Pamela","2020","2020-03-11","churned"
1838814,"Anna","2017","2017-09-28","churned"
1838853,"Theresa","2016","2016-11-14","churned"
1838887,"Jannette","2017","2017-03-09","churned"
1838896,"Deon","2023","2023-05-03","churned"
1838965,"Ray","2018","2023-11-28","active"
1839004,"Dwayne","2022","2023-02-08","churned"
1839017,"Lila","2019","2019-04-18","churned"
1839019,"Ralph","2021","2024-03-21","active"
1839046,"Christina","2017","2022-12-09","churned"
1839078,"Charles","2022","2022-11-22","churned"
1839098,"Clark","2022","2022-02-17","churned"
1839112,"Polly","2015","2015-10-28","churned"
1839180,"Richard","2018","2023-03-30","churned"
1839213,"Mary","2016","2022-02-05","churned"
1839291,"Amber","2018","2022-04-21","churned"
1839306,"Teresa","2018","2018-07-17","churned"
1839325,"Darryl","2020","2020-04-23","churned"
1839342,"Milton","2020","2020-04-10","churned"
1839471,"Linda","2018","2019-08-20","churned"
1839511,"Latasha","2018","2018-06-13","churned"
1839513,"Willie","2019","2019-11-20","churned"
1839518,"Brittany","2018","2022-08-31","churned"
1839543,"Colleen","2021","2021-11-27","churned"
1839647,"Karen","2021","2021-09-08","churned"
1839771,"Michael","2019","2019-05-18","churned"
1839784,"Bessie","2018","2021-04-26","churned"
1839812,"Carmen","2022","2022-07-22","churned"
1839826,"Stephen","2022","2023-12-22","active"
1839884,"Ruby","2018","2023-10-06","churned"
1839890,"Cassandra","2018","2022-07-19","churned"
1840015,"Gary","2020","2022-03-11","churned"
1840044,"Catherine","2019","2019-02-21","churned"
1840056,"Carol","2022","2022-12-24","churned"
1840079,"Barbara","2017","2019-12-19","churned"
1840107,"Craig","2015","2023-10-12","churned"
1840191,"Ethel","2021","2021-09-04","churned"
1840252,"William","2020","2020-01-28","churned"
1840413,"Joseph","2015","2023-02-16","churned"
1840463,"Timothy","2018","2024-02-29","active"
1840489,"Robert","2019","2019-08-02","churned"
1840567,"Leo","2019","2019-04-20","churned"
1840574,"Debora","2019","2019-10-08","churned"
1840594,"George","2016","2016-09-23","churned"
1840625,"Leo","2018","2018-09-19","churned"
1840708,"Raymond","2018","2023-06-03","churned"
1840747,"Bryan","2021","2021-08-28","churned"
1840793,"Brian","2021","2023-09-21","churned"
1840802,"Gonzalo","2022","2022-12-14","churned"
1840819,"Jeannette","2019","2021-11-11","churned"
1840857,"Emogene","2021","2021-10-16","churned"
1840892,"Crystal","2019","2022-12-20","churned"
1840904,"Al","2022","2022-04-09","churned"
1840926,"Thomas","2018","2023-12-01","active"
1840929,"Matthew","2019","2021-09-15","churned"
1840944,"Christopher","2018","2021-12-18","churned"
1840953,"Dennis","2021","2022-09-29","churned"
1840987,"James","2018","2019-02-23","churned"
1841075,"Ann","2018","2019-12-07","churned"
1841103,"Luz","2019","2019-03-13","churned"
1841163,"Louis","2016","2022-02-19","churned"
1841286,"Mark","2018","2020-05-14","churned"
1841289,"Cynthia","2022","2022-10-29","churned"
1841370,"John","2019","2019-02-12","churned"
1841474,"Eric","2018","2018-02-20","churned"
1841515,"Suzanna","2017","2024-02-06","active"
1841579,"Sharon","2021","2021-05-01","churned"
1841580,"Jennifer","2016","2016-12-08","churned"
1841601,"Robin","2017","2017-10-16","churned"
1841623,"Doreen","2019","2019-10-22","churned"
1841635,"Donald","2019","2019-06-11","churned"
1841641,"Ann","2022","2023-10-04","churned"
1841655,"Kevin","2016","2022-03-05","churned"
1841657,"Samuel","2018","2022-10-22","churned"
1841660,"Andrew","2019","2019-12-20","churned"
1841679,"Amy","2019","2024-01-08","active"
1841715,"Judith","2018","2018-08-17","churned"
1841748,"Roberto","2017","2018-07-23","churned"
1841788,"Audrey","2017","2024-03-29","active"
1841838,"Patrick","2018","2018-06-09","churned"
1841882,"Ethel","2018","2022-01-23","churned"
1841948,"Debra","2022","2022-12-10","churned"
1841980,"Gail","2018","2021-09-08","churned"
1841992,"Darlene","2019","2023-02-25","churned"
1842064,"Mellie","2023","2023-09-25","churned"
1842094,"Trinidad","2018","2023-01-21","churned"
1842143,"Joseph","2022","2022-01-11","churned"
1842218,"Donald","2020","2020-02-11","churned"
1842234,"Frank","2019","2024-03-12","active"
1842235,"Beth","2021","2022-11-29","churned"
1842278,"Michelle","2022","2022-07-13","churned"
1842309,"Kathleen","2015","2020-01-27","churned"
1842310,"Deanna","2022","2022-10-31","churned"
1842331,"Rebecca","2018","2018-02-07","churned"
1842344,"Gary","2017","2019-03-09","churned"
1842351,"Patti","2016","2023-08-29","churned"
1842352,"Margaret","2022","2022-08-25","churned"
1842357,"Robyn","2018","2020-03-04","churned"
1842392,"Lloyd","2022","2022-06-07","churned"
1842402,"Timothy","2016","2016-11-04","churned"
1842409,"Christina","2023","2023-09-08","churned"
1842430,"Johnny","2020","2022-10-06","churned"
1842437,"Brian","2015","2015-07-28","churned"
1842454,"Leland","2018","2022-12-07","churned"
1842504,"William","2022","2022-01-01","churned"
1842546,"Lynn","2016","2016-07-09","churned"
1842582,"Iona","2022","2023-02-05","churned"
1842761,"Harold","2022","2022-01-25","churned"
1842775,"Shanell","2022","2022-03-30","churned"
1842803,"Ruby","2023","2023-07-05","churned"
1842868,"Jo","2015","2021-07-02","churned"
1842902,"Edward","2019","2019-10-02","churned"
1842918,"Edward","2015","2015-09-12","churned"
1842941,"Joe","2018","2022-10-22","churned"
1842989,"Bobby","2022","2022-03-09","churned"
1842991,"Lawrence","2023","2023-09-09","churned"
1842994,"Lucille","2019","2019-11-12","churned"
1843043,"Lena","2020","2020-11-09","churned"
1843069,"Brian","2015","2022-02-09","churned"
1843120,"Ricky","2019","2024-02-03","active"
1843149,"Betty","2021","2023-07-14","churned"
1843192,"Robert","2019","2023-11-13","active"
1843308,"Jose","2023","2023-02-02","churned"
1843325,"Cynthia","2021","2021-08-12","churned"
1843358,"Floyd","2019","2020-12-31","churned"
1843424,"Estella","2023","2023-01-27","churned"
1843433,"Patricia","2019","2019-02-25","churned"
1843468,"Timothy","2020","2021-02-23","churned"
1843478,"Hannah","2019","2022-07-01","churned"
1843506,"Beverly","2022","2023-01-02","churned"
1843593,"Karen","2017","2021-02-16","churned"
1843645,"Laura","2023","2023-09-02","churned"
1843650,"Jose","2019","2019-04-21","churned"
1843667,"Robert","2022","2022-07-16","churned"
1843745,"Gregory","2021","2021-12-23","churned"
1843751,"Stella","2018","2021-09-09","churned"
1843798,"Brenda","2022","2022-10-19","churned"
1843823,"Eileen","2023","2023-07-06","churned"
1843844,"Sarah","2019","2022-12-01","churned"
1843862,"Keith","2020","2020-03-14","churned"
1843918,"Johnny","2021","2021-09-23","churned"
1843934,"Josefina","2023","2023-06-21","churned"
1843962,"Janina","2019","2023-09-02","churned"
1843976,"Jill","2020","2022-01-04","churned"
1844015,"Gregory","2019","2019-08-07","churned"
1844041,"Joan","2022","2022-01-08","churned"
1844050,"Emma","2023","2023-06-10","churned"
1844127,"Jonelle","2022","2022-10-08","churned"
1844138,"Angelina","2018","2022-05-23","churned"
1844188,"Titus","2023","2023-02-18","churned"
1844191,"Robert","2023","2023-02-22","churned"
1844201,"Walter","2018","2018-09-17","churned"
1844308,"David","2021","2021-05-21","churned"
1844504,"Arlene","2021","2023-01-24","churned"
1844552,"Christi","2022","2022-11-10","churned"
1844629,"Randall","2022","2023-01-23","churned"
1844666,"Paul","2021","2021-11-04","churned"
1844706,"Donald","2023","2023-02-17","churned"
1844753,"Christopher","2020","2022-08-30","churned"
1844762,"Rocky","2022","2022-07-13","churned"
1844801,"James","2020","2020-01-14","churned"
1844810,"Rachelle","2019","2021-08-03","churned"
1844856,"Annie","2017","2017-07-22","churned"
1844869,"Debra","2019","2022-12-23","churned"
1844871,"Willis","2023","2023-11-29","active"
1844936,"Larry","2019","2022-07-15","churned"
1844981,"Maria","2021","2021-01-09","churned"
1845025,"Maria","2018","2020-06-20","churned"
1845052,"Barbara","2022","2022-01-20","churned"
1845067,"Jackie","2019","2019-11-09","churned"
1845086,"Brock","2021","2024-01-20","active"
1845088,"Laura","2021","2023-12-06","active"
1845151,"Marsha","2019","2020-01-25","churned"
1845198,"David","2018","2023-02-22","churned"
1845258,"Steven","2018","2018-07-14","churned"
1845317,"Kathleen","2019","2019-08-10","churned"
1845343,"Sandra","2016","2019-11-05","churned"
1845355,"Dorothy","2021","2023-11-06","active"
1845374,"Genevieve","2021","2023-01-12","churned"
1845413,"Jeffrey","2018","2022-09-04","churned"
1845471,"Richard","2018","2019-10-03","churned"
1845517,"Cynthia","2021","2022-09-17","churned"
1845532,"Angela","2017","2020-06-25","churned"
1845566,"Jessica","2022","2022-12-10","churned"
1845599,"Joe","2018","2018-03-05","churned"
1845717,"Judy","2015","2015-07-14","churned"
1845799,"Joseph","2018","2022-10-22","churned"
1845804,"Edna","2023","2023-02-16","churned"
1845829,"Kimberly","2015","2015-09-12","churned"
1845839,"Haywood","2017","2022-09-10","churned"
1845885,"Louis","2022","2022-12-30","churned"
1845918,"Evelyn","2019","2023-12-14","active"
1845953,"Bradly","2022","2022-09-03","churned"
1845985,"John","2018","2018-09-22","churned"
1846053,"Cynthia","2021","2021-06-11","churned"
1846083,"Chrissy","2016","2019-09-18","churned"
1846099,"Harriet","2023","2023-05-06","churned"
1846111,"Alice","2022","2022-01-26","churned"
1846201,"William","2022","2022-09-06","churned"
1846224,"Clifford","2020","2023-06-04","churned"
1846374,"Deshawn","2022","2022-05-12","churned"
1846400,"Roger","2022","2022-05-07","churned"
1846429,"Dolores","2021","2021-01-19","churned"
1846463,"Fred","2015","2022-03-11","churned"
1846477,"Judith","2021","2023-07-01","churned"
1846480,"Noemi","2018","2019-12-31","churned"
1846574,"Marianne","2021","2021-02-27","churned"
1846707,"Bonnie","2017","2017-05-10","churned"
1846712,"Edward","2018","2018-11-10","churned"
1846715,"Janetta","2015","2023-11-04","active"
1846729,"William","2016","2016-01-16","churned"
1846751,"Joseph","2018","2018-11-01","churned"
1846757,"Victor","2017","2024-01-19","active"
1846772,"Cathleen","2021","2022-05-23","churned"
1846789,"Cecilia","2022","2022-07-12","churned"
1846858,"James","2019","2019-02-27","churned"
1846914,"Gerald","2022","2022-11-17","churned"
1846918,"Mary","2017","2022-11-16","churned"
1847002,"Chong","2020","2020-02-26","churned"
1847058,"Jerry","2016","2022-01-22","churned"
1847189,"Pamela","2023","2023-01-07","churned"
1847195,"Joan","2015","2020-05-02","churned"
1847205,"Leslie","2022","2022-06-27","churned"
1847241,"William","2019","2019-08-26","churned"
1847286,"Jeffrey","2021","2022-11-03","churned"
1847289,"Delia","2022","2022-02-04","churned"
1847387,"David","2021","2021-12-31","churned"
1847533,"William","2015","2022-09-21","churned"
1847541,"Thomas","2018","2018-02-02","churned"
1847543,"Ruth","2018","2024-04-20","active"
1847546,"William","2019","2019-12-19","churned"
1847586,"Isaac","2021","2021-07-06","churned"
1847605,"Michael","2022","2023-04-14","churned"
1847635,"Jessica","2018","2023-12-18","active"
1847638,"Martha","2022","2023-02-02","churned"
1847720,"Pete","2018","2020-01-13","churned"
1847723,"Mary","2019","2019-08-24","churned"
1847745,"Tommy","2015","2015-02-19","churned"
1847760,"Stanley","2017","2018-05-26","churned"
1847820,"Ryan","2020","2022-10-27","churned"
1847830,"Anita","2020","2023-03-18","churned"
1847862,"Sonya","2021","2022-11-29","churned"
1847932,"Wilburn","2019","2022-02-18","churned"
1847989,"William","2017","2017-12-27","churned"
1847996,"Johnny","2017","2022-08-05","churned"
1848012,"Michael","2018","2021-11-30","churned"
1848052,"Thomas","2023","2023-09-23","churned"
1848096,"Julie","2019","2019-10-29","churned"
1848208,"Wesley","2018","2023-07-12","churned"
1848303,"Heather","2019","2021-07-24","churned"
1848323,"Pat","2018","2020-02-17","churned"
1848345,"Kimberly","2020","2020-01-02","churned"
1848368,"Roger","2017","2021-11-27","churned"
1848405,"Margaret","2018","2022-10-03","churned"
1848421,"Angela","2019","2019-08-24","churned"
1848444,"Dorothy","2017","2024-02-20","active"
1848472,"Barbara","2021","2022-02-25","churned"
1848512,"Anne","2015","2015-12-28","churned"
1848566,"Leigh","2018","2019-07-04","churned"
1848578,"Leo","2019","2019-09-23","churned"
1848628,"Cary","2022","2022-10-13","churned"
1848634,"Ralph","2023","2023-10-02","churned"
1848679,"Jerome","2021","2023-09-10","churned"
1848695,"Mary","2018","2023-02-25","churned"
1848710,"Gena","2019","2019-05-17","churned"
1848712,"Michael","2021","2023-05-25","churned"
1848761,"Guadalupe","2022","2022-10-04","churned"
1848811,"Randy","2021","2023-03-14","churned"
1848817,"Jeff","2018","2018-12-20","churned"
1848846,"Katheryn","2019","2021-12-27","churned"
1848861,"Heather","2017","2023-01-07","churned"
1848915,"Donna","2017","2017-12-02","churned"
1848985,"Jerry","2016","2016-10-22","churned"
1849012,"Andrew","2020","2020-02-26","churned"
1849046,"Enrique","2018","2019-02-28","churned"
1849047,"Shenita","2022","2022-05-12","churned"
1849090,"Rachel","2016","2023-11-17","active"
1849150,"Milissa","2022","2022-01-10","churned"
1849151,"Lewis","2018","2018-08-23","churned"
1849156,"James","2018","2018-08-29","churned"
1849211,"Cindy","2018","2022-06-25","churned"
1849222,"Tony","2019","2022-09-27","churned"
1849264,"Kendra","2023","2023-01-14","churned"
1849464,"Dennis","2018","2018-01-17","churned"
1849479,"Shawn","2022","2022-09-22","churned"
1849511,"Doris","2022","2022-07-12","churned"
1849549,"Gerald","2019","2022-09-01","churned"
1849653,"Gordon","2022","2022-03-05","churned"
1849657,"Frank","2022","2024-03-07","active"
1849719,"Elsie","2022","2024-03-02","active"
1849732,"William","2023","2023-07-12","churned"
1849739,"Kenny","2016","2016-06-15","churned"
1849755,"Jeanine","2022","2022-06-15","churned"
1849759,"Robert","2022","2022-12-24","churned"
1849767,"Charles","2019","2023-09-25","churned"
1849807,"Christopher","2020","2023-02-28","churned"
1849828,"Keith","2022","2022-08-23","churned"
1849842,"Stephen","2018","2023-11-30","active"
1849851,"Kenneth","2017","2019-07-02","churned"
1849862,"Rose","2017","2018-06-29","churned"
1849920,"Aaron","2022","2022-11-07","churned"
1849921,"Janice","2015","2015-11-01","churned"
1849932,"Jesse","2022","2022-05-20","churned"
1850003,"Odell","2019","2019-02-27","churned"
1850016,"Andrew","2016","2021-10-05","churned"
1850056,"Philip","2022","2022-07-23","churned"
1850088,"Stuart","2022","2022-11-04","churned"
1850095,"Shantay","2021","2021-10-12","churned"
1850117,"Barbra","2017","2017-11-07","churned"
1850141,"Jorge","2019","2023-10-04","churned"
1850215,"Martha","2018","2021-05-25","churned"
1850219,"John","2019","2023-01-31","churned"
1850269,"Paul","2022","2022-03-28","churned"
1850285,"Kurt","2018","2018-10-02","churned"
1850299,"Joseph","2022","2023-09-05","churned"
1850313,"Donnie","2016","2023-09-28","churned"
1850342,"Kim","2023","2023-02-14","churned"
1850399,"Vivienne","2016","2024-01-03","active"
1850460,"Madeleine","2019","2019-10-26","churned"
1850523,"Pamela","2022","2022-12-23","churned"
1850582,"Martin","2018","2018-09-25","churned"
1850641,"Edwin","2019","2019-03-29","churned"
1850688,"Ivy","2019","2022-10-12","churned"
1850690,"Barbara","2016","2023-12-28","active"
1850716,"Annette","2020","2022-07-29","churned"
1850751,"Harry","2023","2023-11-16","active"
1850803,"Bobbi","2019","2023-05-13","churned"
1850837,"Elizabeth","2016","2022-03-10","churned"
1850859,"Melissa","2022","2022-06-13","churned"
1850882,"Daphne","2016","2022-04-30","churned"
1850940,"Gerald","2022","2022-03-08","churned"
1850946,"Mary","2020","2020-04-15","churned"
1850951,"Dennis","2023","2023-06-06","churned"
1850979,"Rose","2023","2023-07-20","churned"
1851005,"Vivian","2018","2018-08-20","churned"
1851030,"Calvin","2017","2023-05-20","churned"
1851099,"Nancy","2022","2022-09-21","churned"
1851156,"Ida","2019","2023-02-16","churned"
1851200,"April","2018","2023-02-23","churned"
1851238,"Maureen","2021","2023-05-16","churned"
1851293,"Amanda","2021","2023-11-22","active"
1851328,"Mary","2021","2024-02-17","active"
1851347,"Walter","2023","2023-05-20","churned"
1851394,"Jeniffer","2016","2022-06-17","churned"
1851407,"Tim","2021","2021-02-17","churned"
1851470,"Marguerite","2018","2022-05-26","churned"
1851553,"Huong","2021","2023-06-13","churned"
1851567,"Daniel","2022","2022-01-20","churned"
1851575,"Dorothy","2017","2022-09-20","churned"
1851614,"Odell","2019","2021-06-11","churned"
1851660,"Daniel","2018","2022-12-26","churned"
1851690,"Barbara","2019","2022-11-09","churned"
1851693,"Roseanna","2020","2023-12-23","active"
1851807,"Dorothy","2019","2023-02-23","churned"
1851813,"Claude","2020","2021-01-23","churned"
1851850,"Francisco","2019","2019-11-21","churned"
1851876,"Larry","2016","2022-02-03","churned"
1851965,"Samuel","2017","2017-03-23","churned"
1851996,"Elizabeth","2015","2022-12-24","churned"
1852044,"Diana","2022","2022-07-28","churned"
1852105,"Jeffrey","2022","2022-09-09","churned"
1852118,"Alvin","2019","2019-01-04","churned"
1852136,"Margo","2015","2018-02-17","churned"
1852229,"Danny","2022","2022-07-15","churned"
1852332,"Lyndon","2019","2022-07-22","churned"
1852338,"Beulah","2022","2023-03-07","churned"
1852350,"Anthony","2023","2023-01-21","churned"
1852403,"Lilly","2018","2019-01-02","churned"
1852418,"Nettie","2018","2024-03-16","active"
1852435,"Darren","2018","2022-09-05","churned"
1852453,"Melanie","2018","2018-11-06","churned"
1852575,"Samuel","2018","2018-06-09","churned"
1852587,"Maryann","2022","2022-06-13","churned"
1852784,"Olga","2016","2021-11-04","churned"
1852811,"James","2022","2022-06-25","churned"
1852827,"Jennie","2019","2019-08-16","churned"
1852861,"Oren","2019","2023-01-21","churned"
1852944,"Alice","2021","2022-08-18","churned"
1852945,"James","2017","2017-02-13","churned"
1852995,"Cameron","2021","2021-10-16","churned"
1852996,"Margaret","2023","2023-05-10","churned"
1853019,"Richard","2018","2023-01-21","churned"
1853026,"Elizabeth","2020","2020-11-26","churned"
1853106,"David","2018","2021-09-29","churned"
1853164,"Sherry","2019","2021-12-21","churned"
1853218,"Liz","2022","2022-01-29","churned"
1853264,"Evelyn","2019","2020-01-24","churned"
1853267,"Alfred","2018","2018-12-06","churned"
1853280,"Ginny","2018","2020-01-04","churned"
1853302,"John","2018","2018-10-18","churned"
1853319,"Nancy","2020","2020-09-23","churned"
1853575,"Leo","2015","2021-08-23","churned"
1853594,"Maria","2021","2021-09-06","churned"
1853652,"David","2018","2018-11-14","churned"
